LineID	ControlName	English	French	German	Italian	Japanese	Korean	Russian	Spanish	Brazilian	Polish	Tags
8050	DF_CHALLENGE_TITLE_DARKANGEL	The Dark Angel's Gift	Cadeau de l'Ange noir	Geschenk des Dunklen Engels	Il Dono dell'Angelo Oscuro	闇の天使の贈り物	어둠의 천사의 선물	Подарок темного ангела	Regalo de la ángel oscura	Presente da Anjinha das Trevas	Podarunek Mrocznego Anioła	DF,POPUP,CHPOP
8051	DF_CHALLENGE_RULES_CONTENT_DARKANGEL	All tanks cost one less energy point than usual and unholy characters have increased stats	Tous les tanks coûtent un point d'énergie de moins que d'habitude et les stats des personnages impies sont augmentées.	Alle Tanks kosten einen Energiepunkt weniger und unheilige Charaktere erhalten erhöhte Werte.	Tutti i Tank costano 1 punto energia in meno del solito e i personaggi sacrileghi hanno le statistiche aumentate.	タンクはエネルギーコストが通常の‐1になり、邪悪なキャラクターはステータスが上がる	모든 수비형 캐릭터에 필요한 에너지가 하나 줄어들고, 부정한 캐릭터의 능력치가 증가합니다	Все танки стоят на 1 единицу энергии меньше, чем обычно. У нечестивых персонажей увеличены характеристики.	Todos los tanques cuestan uno menos de energía y los personajes impíos tienen estadísticas aumentadas.	Os tanques custam menos uma energia que o normal e personagens profanos têm atributos mais fortes.	Wszystkie jednostki typu tank kosztują jeden punkt energii mniej niż zwykle, a demoniczni bohaterowie mają zwiększone parametry	DF,POPUP,CHPOP
8052	DF_CHALLENGE_TITLE_ADVSH	Adventurous Heroes	Héros aventureux	Abenteuerlustige Helden	Eroi avventurosi	冒険好きなヒーロー	모험심 강한 영웅	Отважные герои	Héroes aventureros	Heróis Aventureiros	Bohaterscy poszukiwacze przygód	DF,POPUP,CHPOP
8053	DF_CHALLENGE_RULES_CONTENT_ADVSH	Superhero rangers and assassins have double health and Adventure fighters are summoned with their speed increased	Les patrouilleurs et assassins super-héros ont le double de PV et la vitesse des guerriers aventure est augmentée quand invoqués.	Superhelden-Fernkämpfer und -Assassinen verfügen über die doppelte Menge an Gesundheit und Abenteuer-Kämpfer erhalten bei ihrer Beschwörung erhöhtes Tempo.	I Ranger e gli Assassini Supereroi hanno la salute raddoppiata e i Guerrieri Avventura sono evocati con la loro velocità aumentata.	スーパーヒーローのレンジャーやアサシンはHPが2倍になり、「冒険」テーマのファイターは召喚時の移動スピードも上がる	슈퍼히어로 원거리 및 암살형 캐릭터의 체력이 두 배가 되고, 모험 공격형 캐릭터는 속도가 향상된 채 소환됩니다	У стрелков-супергероев и киллеров удваивается здоровье. После призыва у бойцов темы «Приключение» увеличена скорость.	Los asesinos y superhéroes tiradores tienen doble salud, y los luchadores de aventuras tienen velocidad aumentada al invocarlos.	Atiradores e assassinos Super-heróis têm o dobro de Vida e combatentes de Aventura são invocados com aumento na velocidade.	Asasyni i strzelcy z puli superbohaterów mają podwójne zdrowie, a wojownicy z zestawu przygodowego są przywoływani ze zwiększoną prędkością	DF,POPUP,CHPOP
8098	DF_CHALLENGE_TITLE_ELVESALIENS	Elves vs Aliens	Elfes contre aliens	Elfen gegen Aliens	Elfi vs Alieni	エルフvsエイリアン	엘프 대 에일리언	Эльфы против пришельцев	Elfos contra aliens	Elfos vs. Alienígenas	Elfy kontra Obcy	DF,POPUP,CHPOP
8099	DF_CHALLENGE_RULES_CONTENT_ELVESALIENS	Elves are summoned with their speed increased and Aliens have their stats boosted	Les elfes sont invoqués avec leur vitesse augmentée, tandis que les stats des aliens sont renforcées.	Elfen erhalten beim Beschwören höheres Tempo während Aliens stärkere Werte erhalten.	Gli Elfi vengono evocati con la loro velocità aumentata e gli Alieni hanno le statistiche aumentate.	エルフは召喚時にスピードが上がり、エイリアンは召喚時にステータスが増加する。	속도가 증가된 엘프가 소환되며 에일리언은 능력치가 강화됩니다.	После призыва у эльфов увеличена скорость, а у пришельцев повышены характеристики.	Los elfos tienen velocidad aumentada al invocarlos. Los aliens tienen estadísticas aumentadas.	Os Elfos são invocados com a velocidade aumentada e os Alienígenas têm os atributos reforçados.	Przywołane elfy mają zwiększoną szybkość, a Obcy dopalone statystyki	DF,POPUP,CHPOP
8100	DF_CHALLENGE_TITLE_SP	Come on down to South Park	Viens donc à South Park	Komm runter nach South Park	Fai un salto a South Park	サウスパークにおいでよ	South Park로 오세요!	В Южный Парк держу я путь	Ven a South Park	Venha até South Park	Zajrzyj do South Park	DF,POPUP,CHPOP
8101	DF_CHALLENGE_RULES_CONTENT_SP	Cartman, Kenny, Kyle, and Stan cards cost one less energy point than usual, have increased stats and their speed is increased when summoned	Les cartes Cartman, Kenny, Kyle et Stan coûtent 1 point d'énergie de moins que d'habitude et bénéficient de stats renforcées. Elles sont aussi invoquées avec leur vitesse augmentée.	Cartman-, Kenny-, Kyle- und Stan-Karten kosten einen Energiepunkt weniger als gewöhnlich, verfügen über höhere Werte und ihr Tempo wird beim Beschwören beschleunigt.	Le carte Cartman, Kenny, Kyle e Stan costano un punto energia in meno del solito, hanno statistiche aumentate e la loro velocità è aumentata quando vengono evocate.	カートマン、ケニー、カイル、スタンの各カードのエネルギーコストが通常の-1になり、召喚時にステータスとスピードが上がる。	카트먼, 케니, 카일 및 스탠 카드에 필요한 에너지가 하나 줄어들고, 소환할 때 능력치가 증가하며 속도가 증가합니다.	Картман, Кенни, Кайл и Стэн стоят на 1 единицу энергии меньше, чем обычно. Также у них повышены характеристики и увеличена скорость после призыва.	Las cartas de Cartman, Kenny, Kyle y Stan cuestan uno menos de energía de lo normal, tienen estadísticas aumentadas y su velocidad aumenta al invocarlos.	Quando invocadas, as cartas do Cartman, Kenny, Kyle e Stan custam menos uma energia que o habitual, têm os atributos reforçados e a velocidade aumentada.	Karty Cartmana, Kenny'ego, Kyle'a i Stana kosztują 1 punkt energii mniej niż zwykle, mają zwiększone statystyki a ich szybkość jest zwiększona po przyzwaniu.	DF,POPUP,CHPOP
8102	DF_CHALLENGE_TITLE_WITCHESHEALERS	Witches and Healers	Sorcières et guérisseurs	Hexen und Heiler	Streghe e Guaritori	魔女とヒーラー	마녀와 치료사	Ведьмы и целители	Brujas contra sanadores	Bruxas e Curandeiros	Wiedźmy i leczący	DF,POPUP,CHPOP
8103	DF_CHALLENGE_RULES_CONTENT_WITCHESHEALERS	Witches and healers cost one less energy point than usual and deal double damage	Les sorcières et les guérisseurs coûtent 1 point d'énergie de moins que d'habitude et infligent des dégâts doubles.	Hexen und Heiler kosten einen Energiepunkt weniger als gewöhnlich und verursachen den doppelten Schaden.	Streghe e Guaritori costano un punto energia in meno del solito e infliggono il doppio dei danni.	魔女とヒーラーはエネルギーコストが通常の-1になり、2倍のダメージを与える。	마녀와 치료사에 필요한 에너지가 하나 줄어들고 공격력이 두 배가 됩니다.	Ведьмы и целители стоят на 1 единицу энергии меньше, чем обычно, и наносят двойной урон.	Las cartas de brujas y de sanadores cuestan uno menos de energía de lo normal y causan el doble de daño.	As bruxas e os curandeiros custam menos uma energia que o habitual e causam dano em dobro.	Wiedźmy i postacie leczące kosztują 1 punkt energii mniej niż zwykle i zadają podwójne obrażenia.	DF,POPUP,CHPOP
8123	DF_CHALLENGE_RULES_CONTENT_CHAOSCRITTERS	Small animals have double damage and health. Superhero characters are summoned with their speed increased	Les petits animaux infligent des dégâts doubles et possèdent deux fois plus de PV. Les super-héros sont invoqués avec leur vitesse augmentée.	Kleine Tiere richten den doppelten Schaden an und verfügen über die doppelte Gesundheit. Superhelden-Charaktere erhalten bei der Beschwörung erhöhtes Tempo.	Questi piccoli animali hanno il doppio dei danni e della salute. I personaggi Supereroi vengono evocati con la loro velocità aumentata.	小動物はダメージとHPが2倍。スーパーヒーローのキャラクターは召喚時にスピードが上がる。	소동물의 공격력과 체력이 두 배가 되었습니다. 슈퍼히어로 캐릭터를 소환하면 속도가 증가하여 소환됩니다.	У маленьких зверей удвоено здоровье и наносимый ими урон. После призыва у персонажей темы «Супергерои» увеличена скорость.	Los animales pequeños tienen el doble de daño y de salud. La velocidad de los personajes superhéroes aumenta al invocarlos.	Animais pequenos causam o dobro de dano e têm o dobro de Vida. Personagens Super-heróis são invocados com a velocidade aumentada.	Niektóre z małych stworzeń mają podwojony poziom zdrowia i obrażeń. Szybkość przyzwanych superbohaterów jest zwiększona.	DF,POPUP,CHPOP
8124	DF_CHALLENGE_TITLE_CHAOSCRITTERS	Chaos Critters	Bestioles du Chaos	Chaos-Viecher	Creature del Caos	カオス・クリッター	카오스 동물	Твари Хаоса	Bichines de Caos	Bichinhos do Caos	Zwierzaki chaosu	DF,POPUP,CHPOP
8177	DF_CHALLENGE_TITLE_CHAOSCUP	The Chaos Cup	La Coupe du chaos	Der Chaos Cup	La Coppa del Caos	カオス杯	카오스 컵	Кубок хаоса	Copa del Caos	Taça do Caos	Mistrzostwa Chaosu	DF,POPUP,CHPOP
8178	DF_CHALLENGE_RULES_CONTENT_CHAOSCUP	Cards use special levels, New Kid level is set at 19 and the energy regeneration rate is doubled	Les cartes utilisent des niveaux spéciaux, le niveau max du Bleu est de 19 et la vitesse de régénération d'énergie est doublée.	Die Karten nutzen besondere Stufen. Der Neue ist Stufe 19 und die Energieregeneration wird verdoppelt.	Le carte usano livelli speciali, il livello Novellino è fissato a 19 e la velocità di rigenerazione dell'energia è raddoppiata	カードには特別なレベルが適用され、新入りのレベルは19になりエネルギー回復は2倍になる	카드는 특별 레벨을 사용하며, 신삥 레벨은 19로 설정되어 있고 에너지 재생률이 두 배로 빨라짐	У карт есть особые уровни. Уровень Новичка равен 19, восстановление энергии ускоряется вдвое.	Las cartas tienen niveles especiales, el nivel de niño nuevo se fija en 19 y la regeneración de energía se duplica	As cartas usam níveis especiais, o nível do Mulek é definido em 19 e a taxa de regeneração de energia é duplicada.	Karty wykorzystują specjalne poziomy, Nowy ma poziom 19. a regeneracja energii jest podwojona.	DF,POPUP,CHPOP
8192	DF_CHALLENGE_TITLE_HIGHER	Flying Higher	Toujours plus haut	Höher fliegen	Volare più in alto	もっとフライング・ハイ	더 높이 날아올라	Наивысший пилотаж	Volar más alto	Voando Mais Alto	Wyższe loty	DF,POPUP,CHPOP
8193	DF_CHALLENGE_RULES_CONTENT_HIGHER	Flying cards cost 3 energy points, and are summoned with their speed increased.	Les cartes volantes coûtent 3 points d'énergie et sont invoquées avec leur vitesse augmentée.	Flug-Karten kosten 3 Energiepunkte und beim Beschwören wird ihr Tempo erhöht.	Le carte Volanti costano 3 punti energia e sono evocate con la velocità aumentata.	飛行カードはエネルギーコストが3になり、召喚時の移動スピードが上がる。	비행 카드는 3 에너지를 소모하고, 속도가 빨라진 상태로 소환됩니다.	Летающие персонажи стоят 3 единицы энергии и после призыва у них увеличена скорость.	Las cartas voladoras cuestan 3 menos de energía y tienen velocidad aumentada al invocarlas.	Cartas voadoras custam 3 pontos de energia e são invocadas com aumento na velocidade.	Latające karty kosztują 3 punkty energii i mają zwiększoną prędkość w chwili przywołania.	DF,POPUP,CHPOP
8194	DF_CHALLENGE_TITLE_BUTTERS	Heavy Butters	Butters tout-puissant	Schwerer Butters	Butters Pesante	重量級バターズ	무거운 버터스	Мощный Баттерс	Butters pesado	Butters Pesado	Ciężki Butters	DF,POPUP,CHPOP
8195	DF_CHALLENGE_RULES_CONTENT_BUTTERS	All Butters cards are at level 7, but their health is drained over time.	Toutes les cartes Butters sont de niveau 7, mais leurs PV sont drainés régulièrement.	Alle Butters-Karten haben Stufe 7, aber Ihre Gesundheit verringert sich nach und nach.	Tutte le carte Butters sono al livello 7, ma la loro salute si esaurisce nel tempo.	バターズのカードはすべてレベル7になるが、時間とともにHPが低下する。	모든 버터스 카드는 7레벨이지만 시간이 흐르면서 체력이 소진됩니다.	Уровень всех карт Баттерса равен 7, но их здоровье постепенно уменьшается.	Todas las cartas de Butters están a nivel 7, pero pierden salud gradualmente.	Todas as cartas do Butters são de nível 7, mas perdem Vida com o tempo.	Wszystkie karty z Buttersem są na poziomie 7, ale ich poziom zdrowia spada wraz z upływem czasu.	DF,POPUP,CHPOP
8196	DF_CHALLENGE_TITLE_MJRANDY	Mary Jane Randy	Randy Mary Jane	Mary Jane Randy	Randy Mary Jane	メリージェーン・ランディ	메리 제인 랜디	Мэри Джейн Рэнди	Randy Marihuana	Randy Mary Jane	Mary Jane Randy	DF,POPUP,CHPOP
8197	DF_CHALLENGE_RULES_CONTENT_MJRANDY	Mary Jane Randy is added to your Chaos deck! All Superhero characters cost 4 energy points. The New Kid has lost the zap powers.	Randy Mary Jane est ajoutée à votre deck Chaos ! Tous les personnages super-héros coûtent 4 points d'énergie. Le Bleu a perdu les pouvoirs de zap.	Mary Jane Randy wird deinem Chaos-Deck hinzugefügt. Alle Superhelden-Charakter kosten 4 Energiepunkte. Der Neue hat seine Zap-Kräfte verloren.	Randy Mary Jane è stata aggiunta al tuo mazzo Caos! Tutti i personaggi Supereroi costano 4 punti energia. Il Novellino ha perso i suoi raggi.	メリージェーン・ランディがカオスデッキに追加！スーパーヒーローのキャラクターはすべてエネルギーコストが4になる。新入りはケータイビームの力を失う。	카오스 덱에 메리 제인 랜디가 추가됩니다! 모든 슈퍼히어로 캐릭터는 4 에너지를 소모합니다. 신삥이 잽 능력을 잃었습니다.	Мэри Джейн Рэнди добавляется в колоду режима «Хаос»! Все персонажи темы «Супергерои» стоят 4 единицы энергии. Новичок не может использовать удар лучом.	¡Randy Marihuana se añade a tu mazo de caos! Todos los personajes superhéroes cuestan 4 puntos de energía. El niño nuevo no puede electrocutar.	Randy Mary Jane agora faz parte do seu baralho de Caos! Todos os personagens custam 4 pontos de energia. O Mulek perdeu os poderes de zap.	Mary Jane Randy trafia do twojej talii chaosu! Wszyscy superbohaterowie kosztują 4 punkty. Nowy nie może już atakować strzałem telefonicznym.	DF,POPUP,CHPOP
8198	DF_CHALLENGE_TITLE_BOWS	Draw Your Bows!	Arcs bandés !	Zieht die Bögen!	Preparate gli archi!	弓を引け！	활을 뽑으세요!	Наши луки не для скуки!	¡Sacad los arcos!	Arcos em riste!	Wyciągać łuki!	DF,POPUP,CHPOP
8199	DF_CHALLENGE_RULES_CONTENT_BOWS	Superhero and Mystical ranged characters are summoned with their speed increased and cost 4 energy. Tank units cannot attack.	Les personnages à distance super-héros et mystiques sont invoqués avec leur vitesse augmentée et coûtent 4 points d'énergie. Les unités tanks ne peuvent pas attaquer.	Superhelden- und Mystiker-Fernkämpfer-Charaktere erhalten erhöhtes Tempo beim Beschwören und kosten 4 Energiepunkte. Tank-Einheiten können nicht angreifen.	I personaggi Supereroi e Mistici vengono evocati con la velocità aumentata e costano 4 punti energia. Le unità Tank non possono attaccare.	スーパーヒーローと神秘の遠距離キャラクターの召喚時の移動スピードが上がり、エネルギーコストが4になる。タンクユニットは攻撃できない。	슈퍼히어로와 신화 원거리 캐릭터는 속도가 빨라진 상태로 소환되며 4 에너지를 소모합니다. 수비형 유닛은 공격할 수 없습니다.	После призыва у стрелков тем «Супергерои» и «Мистика» увеличена скорость, а их стоимость равна 4 единицам энергии. Танки не могут атаковать.	Los personajes tiradores de temática de superhéroes y mística reciben velocidad aumentada al invocarlos y cuestan 4 de energía. Los tanques no pueden atacar.	Personagens Super-heróis e Místicos atiradores são invocados com aumento na velocidade e custando 4 pontos de energia. As unidades Tanque não podem atacar.	Zasięgowi bohaterowie mistyczni oraz superbohaterowie są teraz wzywani ze zwiększoną prędkością i kosztują 4 punkty energii. Jednostki typu tank nie mogą atakować.	DF,POPUP,CHPOP
8200	DF_CHALLENGE_TITLE_SEVEN	Lucky 7	7 porte-bonheur	7 gewinnt	7 fortunato	ラッキー7	행운의 7	Счастливая 7	7 de la suerte	7 da Sorte	Szczęśliwa siódemka	DF,POPUP,CHPOP
8201	DF_CHALLENGE_RULES_CONTENT_SEVEN	All character cards cost 7 energy points	Toutes les cartes personnages coûtent 7 points d'énergie.	Alle Charakter-Karten kosten 7 Energiepunkte.	Tutte le carte dei personaggi costano 7 punti energia.	すべてのキャラクターカードのコストが7になる	모든 캐릭터 카드가 7 에너지를 소모합니다.	Все персонажи стоят 7 единиц энергии.	Todas las cartas de personaje cuestan 7 puntos de energía	Todas as cartas de personagens custam 7 pontos de energia.	Wszystkie karty postaci kosztują 7 punktów energii	DF,POPUP,CHPOP
8267	DF_CHALLENGE_RULES_CONTENT_SHOWDOWN2	Showdown 2020 contestants either cost 3 energy points or are summoned with their speed boosted	Les adversaires de Confrontation 2020 coûtent 3 points d'énergie ou sont invoqués avec leur vitesse augmentée.	Die „Showdown 2020“-Teilnehmer kosten entweder 3 Energiepunkte oder werden mit erhöhtem Tempo beschworen.	Gli sfidanti di Showdown 2020 costano 3 punti energia o sono evocati con la velocità aumentata	2020年決戦出場者はエネルギーコストが3になるか、召喚時の移動スピードが上がる。	2020 결전 출전자는 3 에너지를 소모하거나, 속도가 빨라진 상태로 소환됩니다.	Персонажи «Схватки 2020» либо стоят 3 единицы энергии, либо после призыва у них увеличена скорость.	Los competidores del desafío de confrontación 2020 cuestan 3 puntos de energía o empiezan con aumento de velocidad.	As competidoras do Confronto 2020 ou custam 3 pontos de energia, ou são invocadas com aumento na velocidade.	Uczestnicy Bitwy 2020 kosztują 3 punkty energii albo mają zwiększoną prędkość po ich wezwaniu.	DF,POPUP,CHPOP
8273	DF_CHALLENGE_TITLE_PLANTMANIA	Plantmania	Plantemania	Pflanzenmanie	Piantemania	植物マニア	화분 매니아	Флоромания	Plantamanía	Plantamania	Roślinomania	DF,POPUP,CHPOP
8274	DF_CHALLENGE_RULES_CONTENT_PLANTMANIA	Cards that have plants on their artwork cost 2 energy points	Les cartes qui ont des plantes dessinées dessus coûtent 2 points d'énergie.	Karten, die Pflanzen zeigen, kosten 2 Energiepunkte weniger.	Le carte che hanno piante nel loro disegno costano 2 punti energia	植物が描かれているカードはエネルギーコストが2になる	이미지에 화분이 포함된 카드는 2 에너지를 소모합니다.	Карты с изображением растений стоят 2 единицы энергии.	Las cartas que contengan plantas en sus imágenes cuestan 2 de energía	Cartas que tenham plantas no seu desenho custam 2 pontos de energia.	Karty z roślinami na swoich obrazkach kosztują 2 pkt. energii	DF,POPUP,CHPOP
8275	DF_CHALLENGE_TITLE_MARSHFAM	The Marsh Family	La famille Marsh	Familie Marsh	La famiglia Marsh	マーシュ一家	마쉬 가족	Семейка Марш	La familia Marsh	A Família Marsh	Rodzina z bagien	DF,POPUP,CHPOP
8276	DF_CHALLENGE_RULES_CONTENT_MARSHFAM	Randy cards cost 4 energy points, Sharon costs 3 energy points and Stan and Shelly cards cost 2 energy points.	Les cartes Randy coûtent 4 points d'énergie, Sharon coûte 3 points d'énergie et les cartes Stan et Shelly coûtent 2 points d'énergie.	Randy-Karten kosten 4 Energiepunkte, Sharon kostet 3 Energiepunkte und Stan- und Shelly-Karten kosten 2 Energiepunkte.	Le carte Randy costano 4 punti energia, Sharon costa 3 punti energia e le carte Stan e Shelly costano 2 punti energia.	ランディのカードはエネルギーコストが4、シャロンのカードはエネルギーコストが3、スタンとシェリーのカードはエネルギーコストが2になる。	랜디 카드는 4 에너지, 샤론은 3 에너지, 스탠과 셸리 카드는 각각 2 에너지를 소모합니다.	Карты с Рэнди стоят 4 единицы энергии, с Шерон — 3 единицы энергии, а со Стэном и Шелли — по 2 единицы энергии.	Las cartas de Randy cuestan 4 de energía, la de Sharon 3 de energía y las cartas de Stan y Shelly cuestan 2.	As cartas do Randy custam 4 pontos de energia, as da Sharon custam 3 pontos de energia e as do Stan e da Shelly custam 2 pontos de energia.	Karty z Randym kosztują 4 pkt. energii, karty z Sharon - 3 pkt. energii, a karty ze Stanem i Shelly - 2 pkt. energii	DF,POPUP,CHPOP
8307	DF_CHALLENGE_TITLE_FIRKLE	Firkle and the Kindergartners	Firkle et les élèves de maternelle	Firkle und die Kindergärtner	Firkle e i Bambini dell'asilo	ファークルと幼稚園児	퍼클과 유치원생	Фиркл и детсадовцы	Firkle y los alumnos de infantil	Firkle e a Turma do Jardim de Infância	Firkle i przedszkolaki	DF,POPUP,CHPOP
8308	DF_CHALLENGE_RULES_CONTENT_FIRKLE	Kindergartners cost 1 energy point and parents cost 3. Bradley is taking a time out so he costs 6. Firkle is automatically added to your Chaos deck!	Les élèves de maternelle coûtent 1 point d'énergie et les parents coûtent 3. Bradley fait une pause alors il coûte 6. Firkle est automatiquement ajouté à ton deck de Chaos !	Kindergärtner kosten 1 Energiepunkt und Eltern kosten 3 Energiepunkte. Bradley braucht dringend eine Pause, daher kostet er 6 Energiepunkte. Firkle wird automatisch in dein Chaos-Deck aufgenommen!	I Bambini dell'asilo costano 1 punto energia e i genitori ne costano 3. Bradley si sta prendendo una pausa quindi costa 6 punti energia. Firkle viene aggiunto automaticamente al tuo mazzo Caos!	幼稚園児のエネルギーコストが1になり、親のエネルギーコストが3になる。居残り中のブラッドリーは、エネルギーコストが6になる。ファークルが自動的にカオスデッキに追加！	유치원생은 1 에너지를 소모하고 학부모는 3 에너지를 소모합니다. 브래들리는 지금 휴식 중이므로 6 에너지를 소모합니다. 퍼클이 자동으로 카오스 덱에 추가됩니다!	Детсадовцы стоят 1 единицу энергии, а их родители — 3 единицы энергии. Брэдли решил взять тайм-аут, поэтому временно стоит 6 единиц энергии. Фиркл автоматически добавляется в колоду режима «Хаос».	Los alumnos de infantil cuestan 1 punto de energía, mientras que los padres cuestan 3. Bradley se está tomando un descanso, así que cuesta 6.  ¡Firkle se añade automáticamente a tu mazo de caos!	Crianças do Jardim de Infância custam 1 ponto de energia e pais custam 3 pontos. O Bradley está de castigo, por isso ele custa 6. Firkle é adicionado automaticamente ao seu baralho do Caos!	Przedszkolaki kosztują 1 punkt energii a rodzice 3 punkty. Bradley wziął wolne, więc kosztuje 6 punktów. Firkle zostaje automatycznie dodany do twojej talii Chaosu!	DF,POPUP,CHPOP
8327	DF_CHALLENGE_TITLE_MICHAEL	Michael's Advocates	Avocats de Michael	Michaels Verteidiger	Sostenitori di Michael	マイケルの支持者たち	마이클의 대변인들	Заступники Майкла	Defensores de Michael	Advogados do Michael	Pomagierzy Michaela	DF,POPUP,CHPOP
8328	DF_CHALLENGE_RULES_CONTENT_MICHAEL	Cards that enhance or heal Michael cost 3 energy points. Goth Kids have increased damage and health. Michael is automatically added to your Chaos deck!	Les cartes qui améliorent ou soignent Michael coûtent 3 points d'énergie. Les dégâts et les PV des enfants gothiques sont augmentés. Michael est automatiquement ajouté à ton deck Chaos !	Karten, die Michael verstärken oder heilen, kosten 3 Energiepunkte. Die Gothic-Kids verfügen über erhöhten Schaden und erhöhte Gesundheit. Michael wird automatisch in dein Chaos-Deck aufgenommen!	Le carte che migliorano o curano Michael costano 3 punti energia. I Ragazzi Goth hanno danni e salute aumentati. Michael viene aggiunto automaticamente al tuo mazzo Caos!	マイケルを強化か回復するカードはエネルギーコストが3になる。ゴスキッズはダメージとHPが増加。マイケルが自動的にカオスデッキに追加！	마이클을 강화하거나 치유하는 카드는 3 에너지를 소모합니다. 고스족의 공격력과 체력이 늘어납니다. 마이클이 자동으로 카오스 덱에 추가됩니다!	Карты, которые усиливают или исцеляют Майкла, стоят 3 единицы энергии. У детей-готов повышаются урон и здоровье. Майкл автоматически добавляется в колоду режима «Хаос».	Las cartas que mejoran o curan a Michael cuestan 3 de energía. Los niños góticos hacen más daño y tienen más salud. ¡Michael se añade automáticamente a tu mazo de caos!	Cartas que aprimoram ou curam o Michael custam 3 pontos de energia. As Crianças Góticas têm dano e Vida aumentados. Michael é adicionado automaticamente ao seu baralho de Caos!	Karty, które wzmacniają lub leczą Michaela kosztują 3 pkt. energii. Gotyckie dzieciaki zadają większe obrażenia i mają wyższy poziom zdrowia. Michael zostaje automatycznie dodany do twojej talii Chaosu!	DF,POPUP,CHPOP
8350	DF_CHALLENGE_TITLE_CANDYSMASH	Candy Smasher	Casse-bonbons	Bonbon-Zertrümmerer	Spaccacaramelle	キャンディスマッシャー	캔디 스매셔	Конфетный крушитель	Golosilandia	Detonador de Doces	Niszczyciel słodyczy	DF,POPUP,CHPOP
8351	DF_CHALLENGE_RULES_CONTENT_CANDYSMASH	Captain Diabetes has increased stats and damage, and all cards that can enhance him costs 2 energy points.	Les statistiques et les dégâts de Capitaine Diabète sont augmentés et toutes les cartes pouvant l'améliorer coûtent 2 points d'énergie.	Captain Diabetes verfügt über erhöhte Werte und Schaden. Alle Karten, die ihn unterstützen, kosten 2 Energiepunkte.	Capitan Diabete ha statistiche e danno aumentati, e tutte le carte che possono potenziarlo costano 2 punti energia.	キャプテン糖尿はステータスとダメージがアップし、キャプテン糖尿を強化できるすべてのカードのエネルギーコストが2になる。	캡틴 다이아비티즈의 능력치와 피해량이 늘어나며, 캡틴 다이아비티즈를 강화하는 모든 카드는 2 에너지를 소모합니다.	У Капитана Инсулина увеличены характеристики и повышен урон, а все карты, которые могут его усилить, стоят 2 единицы энергии.	El Capitán Diabetes ha recibido un aumento en sus estadísticas y daño, y todas las cartas capaces de mejorarlo cuestan 2 de energía.	O Capitão Diabetes tem atributos e dano aumentados, e todas as cartas que podem fortalecê-lo custam menos 2 pontos de energia.	Kapitan Cukrzyca ma podwyższone parametry, a wszystkie karty, które mogą dać mu premię, kosztują 2 pkt. energii.	DF,POPUP,CHPOP
8352	DF_CHALLENGE_TITLE_PETE	Pete's Promise	Promesse de Pete	Petes Versprechen	Promessa di Pete	ピートの約束	피트의 약속	Помощь Пита	La promesa de Pete	Promessa do Pete	Obietnica Pete'a	DF,POPUP,CHPOP
8353	DF_CHALLENGE_RULES_CONTENT_PETE	Characters with healing effects have increased attack and the Goth kids have their health boosted. Pete is automatically added to your Chaos deck!	L'attaque des personnages avec des effets de soin est augmentée et les PV des enfants gothiques sont boostés. Pete est automatiquement ajouté à ton deck Chaos !	Charaktere mit Heileffekten verfügen über erhöhte Angriffe und die Gesundheit der Gothic-Kids wird erhöht. Pete wird automatisch in dein Chaos-Deck aufgenommen!	I personaggi con effetti curativi hanno l'attacco aumentato e i Ragazzi Goth hanno la salute aumentata. Pete viene aggiunto automaticamente al tuo mazzo Caos!	回復効果を持つキャラクターは攻撃が上がり、ゴスキッズはHPが増加する。ピートが自動的にカオスデッキに追加！	치유 효과를 가진 캐릭터의 공격력이 늘어나며, 고스족의 체력이 증가합니다. 피트가 자동으로 카오스 덱에 추가됩니다!	Атака персонажей с эффектом исцеления увеличена, а дети-готы получают бонус к здоровью. Пит автоматически добавляется в колоду режима «Хаос».	Los personajes con efectos curativos han recibido un aumento en ataque y los niños góticos otro en salud. Además, ¡Pete aparece directamente en tu mazo de caos!	Personagens com efeitos de cura têm ataque aumentado e as Crianças Góticas têm Vida reforçada. Pete é adicionado automaticamente ao seu baralho de Caos!	Postacie, które dysponują efektami leczniczymi, mają zwiększony parametr ataku, a gotyckie dzieciaki mają zwiększony poziom zdrowia. Pete zostaje automatycznie dodany do twojej talii Chaosu!	DF,POPUP,CHPOP
8399	DF_CHALLENGE_TITLE_ULTRAZAP2	Ultra Zap	Ultra zap	Ultra-Zap	Ultra raggio	ウルトラザップ	울트라 잽	Ультралуч	Electrizante	Ultrazap	Ultra strzał telefoniczny	DF,POPUP,CHPOP
8400	DF_CHALLENGE_RULES_CONTENT_ULTRAZAP2	New Kid's Zap range is doubled and the damage is increased	La portée du zap du Bleu est doublée et les dégâts sont augmentés.	Die Reichweite des Zaps des Neuen wird verdoppelt und der Schaden erhöht.	La portata del raggio del Novellino è raddoppiata e il danno è aumentato	ケータイビーム範囲が2倍になり、ダメージが増加する	신삥의 잽 사거리가 두 배가 되고 공격력이 증가합니다	У Новичка удваивается дальность удара лучом и повышается урон.	Se duplica el alcance y aumenta el daño del rango electrizante del niño nuevo	Dobra o alcance do Zap do Mulek e aumenta o dano	Zasięg strzału telefonicznego Nowego jest podwojony, atak zadaje też zwiększone obrażenia.	DF,POPUP,CHPOP
